# Notes : All Entities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Technology : MassHunterQual.IDENTIFIED_UNIDENTIFIED_COMPOUNDS.Pooled blood neg_2018_Aug_03_09_33_45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Owner : gxuser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created On : Fri Aug 03 09:36:41 EDT 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,MB1,MB2,MB3,53_T1,53_T2,53_T3,54_T1,54_T2,54_T3,55_T1,55_T2,55_T3,56_T1,56_T2,56_T3,57_T1,57_T2,57_T3,58_T1,58_T2,58_T3,59_T1,59_T2,59_T3,60_T1,60_T2,60_T3,45_T1,45_T2,45_T3,46_T1,46_T2,46_T3,47_T1,47_T2,47_T3,48_T1,48_T2,48_T3,49_T1,49_T2,49_T3,50_T1,50_T2,50_T3,51_T1,51_T2,51_T3,52_T1,52_T2,52_T3,Alignment Value,Annotations,CAS Number,ChEBI ID,Compound Name,CompoundAlgo,Formula,Frequency,Ionization mode,Mass,MS1 Composite Spectrum,Retention Time
C31H35N5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42239,54598,66229,1,36060,85615,1,1,1,33534,1,27715,1,1,1,1,51202,1,1,1,1,1,1,1,,"C31H35N5 [ C31 H35 N5, tgt=, overall=76.70, db=76.70 ]",,,C31H35N5,FindByFormula,C31 H35 N5,51,,477.2866,"(476.2829, 4535.48)(477.2851, 1360.5)",10.194001
C28H50N2O4 12.546998,1,1,1,68127,1,1,1,1,1,1,1,1,1,1,45695,1,1,1,1,1,60294,1,1,1,1,1,1,108982,167977,113038,1,1,81278,35373,1,1,87975,1,108434,1,1,1,80827,177274,31722,1,1,1,113046,1,1,,"C28H50N2O4 [ C28 H50 N2 O4, tgt=, overall=54.63, db=54.63 ]",,,C28H50N2O4 12.546998,FindByFormula,C28 H50 N2 O4,51,,478.3707,"(477.366, 5855.42)(478.3686, 1935.69)",12.546998
1519.758@1.153,1,1,14005,8722,12685,1,1,1,1,1,1,18865,8041,1,8444,12919,1,1,1,1,1,1,1,19437,9398,1,8545,80609,74549,62329,7560,72985,56292,70987,50896,73566,97257,85651,87494,64798,60776,49022,78921,86502,67703,32944,23408,24850,17395,19364,53696,,,,,1519.758@1.153,FindByFormula,,51,,1519.758,"(758.8714, 13220.39)(759.3733, 3800.63)(759.8737, 1655.95)",1.153
C15H20N4O 8.553994,1,1,1,61969,101067,69067,126185,81806,124369,67955,98029,117960,55819,86790,46455,77885,80501,98216,69310,67492,77870,94039,116333,66589,85847,93363,90874,20236,61863,1,1,95781,1,1,56694,133890,1,1,1,96758,130394,114046,179217,200799,185422,111399,107932,110475,57945,55648,58267,,"C15H20N4O [ C15 H20 N4 O, tgt=, overall=85.27, db=85.27 ]",,,C15H20N4O 8.553994,FindByFormula,C15 H20 N4 O,51,,272.1657,"(271.1564, 7372.56)(272.1596, 1114.13)",8.553994
1014.7425@14.219994,1,1,1,257615,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30918,26269,1,1,1,199509,1,118276,,,,,1014.7425@14.219994,FindByFormula,,48,,1014.7425,"(1013.7368, 2583.88)(1014.74, 1545.52)",14.219994
C25H22F2N2O3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53128,68946,1,1,1,1,1,1,1,1,1,35041,1,1,30463,1,100686,73689,1,29120,1,64923,1,1,,"C25H22F2N2O3 [ C25 H22 F2 N2 O3, tgt=, overall=66.88, db=66.88 ]",,,C25H22F2N2O3,FindByFormula,C25 H22 F2 N2 O3,51,,436.1572,"(435.1533, 3759.34)(436.1569, 1491.03)",11.119998
C9H9NO4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85304,94203,96307,1,1,1,1,1,1,1,1,1,1,1,1,22007,21354,27895,18599,19453,17636,19223,18476,25998,26170,24774,1,,"C9H9NO4 [ C9 H9 N O4, tgt=, overall=87.00, db=87.00 ]",,,C9H9NO4,FindByFormula,C9 H9 N O4,51,,195.0553,"(194.046, 8545.51)(195.0494, 803.77)",3.3500006
C32H44N2O,1,1,1,59672,1,68338,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48159,1,1,53118,1,49900,1,44443,50131,40025,1,1,38584,1,1,1,31884,1,45590,1,1,1,49222,139175,67221,1,1,1,1,1,75987,,"C32H44N2O [ C32 H44 N2 O, tgt=, overall=77.45, db=77.45 ]",,,C32H44N2O,FindByFormula,C32 H44 N2 O,51,,472.3474,"(471.3384, 5074.23)(472.3407, 1541.3)",12.383996
C10H9ClN2O2S2,1,1,1,76916,64439,64270,67419,53035,68501,69060,53274,46968,46101,47449,60514,24471,68888,65020,65356,45964,68692,54488,77662,36183,52906,58068,63111,76913,88990,44238,27312,88913,1,34526,51020,88406,1,40258,1,108694,81625,94670,81685,89577,67075,110098,73721,87820,59432,75406,81700,,"C10H9ClN2O2S2 [ C10 H9 Cl N2 O2 S2, tgt=, overall=59.41, db=59.41 ]",,,C10H9ClN2O2S2,FindByFormula,C10 H9 Cl N2 O2 S2,51,,287.9794,"(286.9723, 8037.32)(287.9748, 636.84)",1.4059992
C6H12O3 4.535002,1,1,1,115041,244704,247853,240067,59426,111377,264387,111963,107858,112470,89643,93312,83380,153565,235841,87241,114143,87960,68778,90923,198278,185218,199262,73687,138065,118273,96771,1,132726,1,45787,64265,78259,73534,99503,63853,229175,121555,311310,63487,77566,69042,87533,166678,88035,87015,83741,94822,,"C6H12O3 [ C6 H12 O3, tgt=, overall=87.35, db=87.35 ]",,,C6H12O3 4.535002,FindByFormula,C6 H12 O3,51,,132.0791,"(131.0716, 18429.26)(132.0749, 1333.92)",4.535002
C9H11FN6O3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74954,90905,83213,1,1,1,1,1,1,,"C9H11FN6O3 [ C9 H11 F N6 O3, tgt=, overall=85.84, db=85.84 ]",,,C9H11FN6O3,FindByFormula,C9 H11 F N6 O3,51,,270.0884,"(269.0807, 8669.0)(270.0835, 1159.53)",8.494997
1153.7885@13.893999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23215,42231,91522,1,1,1,20231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1153.7885@13.893999,FindByFormula,,51,,1153.7885,"(1152.7712, 5368.6)(1153.7748, 3466.32)(1154.7781, 1487.06)",13.893999
C5HF5O2P,1,33228,60776,1,1,1,1,1,1,1,1,20781,25223,1,28844,65626,162397,92560,27154,27394,33628,30094,32446,26359,31374,29302,30405,32245,42867,55414,55665,66139,50246,45844,49909,50847,39497,59958,45944,63066,48962,51016,47904,175625,47757,58787,47172,163638,39940,34678,31591,,"C5HF5O2P [ C5 H F5 O2 P, tgt=, overall=51.56, db=51.56 ]",,,C5HF5O2P,FindByFormula,C5 H F5 O2 P,50,,218.9621,"(217.9539, 6663.54)(218.9554, 944.49)",15.229997
C23H32O8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34741,58579,1,1,1,1,1,1,1,1,1,1,1,1,14428,32884,44273,22510,1,27609,1,1,1,1,,"C23H32O8 [ C23 H32 O8, tgt=, overall=81.04, db=81.04 ]",,,C23H32O8,FindByFormula,C23 H32 O8,51,,436.2134,"(435.2031, 8001.6)(436.2062, 1925.36)",8.497994
C27H23P,1,1,1,24519,1,26845,1,1,17134,20427,17202,21998,25546,20501,1,31221,33663,27405,21901,1,26893,18803,20539,33111,1,21368,1,37371,44818,86301,1,1,103054,46518,23530,24346,88820,41715,89122,1,16627,37681,44228,69325,54682,1,1,1,20152,27218,29996,,"C27H23P [ C27 H23 P, tgt=, overall=78.85, db=78.85 ]",,,C27H23P,FindByFormula,C27 H23 P,51,,378.1542,"(377.1463, 8433.57)(378.1489, 2813.84)",12.02
C40H44N12O18S6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28094,44104,68080,1,46301,97468,15610,1,1,48430,35368,42773,12785,10327,1,10740,13627,15495,1,1,1,1,13829,1,,"C40H44N12O18S6 [ C40 H44 N12 O18 S6, tgt=, overall=28.89, db=28.89 ]",,,C40H44N12O18S6,FindByFormula,C40 H44 N12 O18 S6,51,,1172.1134,"(1171.1025, 10567.77)(1172.1053, 3232.73)(1173.1067, 1114.7)",1.1979991
C38H60O4,1,1,1,73810,42207,53517,1,1,1,41179,54090,39938,104387,83177,37648,57552,72864,66714,37631,1,50664,52881,57121,114387,41428,49455,56076,101185,78519,252128,1,1,89753,117752,40782,37428,97523,107158,66462,1,1,66199,65000,172680,45734,1,1,1,1,48792,72399,,"C38H60O4 [ C38 H60 O4, tgt=, overall=73.17, db=73.17 ]",,,C38H60O4,FindByFormula,C38 H60 O4,51,,580.454,"(579.4425, 5845.11)(580.4454, 2297.52)",13.366005
C11H13F3N4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,63817,49217,1,1,1,1,1,1,1,69357,1,63077,90357,21777,1,34719,1,1,1,1,1,1,1,1,1,24320,34012,37959,36430,18317,19636,1,25907,1,1,,"C11H13F3N4 [ C11 H13 F3 N4, tgt=, overall=86.23, db=86.23 ]",,,C11H13F3N4,FindByFormula,C11 H13 F3 N4,51,,258.1122,"(257.1017, 9576.85)(258.1051, 1138.55)",6.1889977
C11H17IN2O11P2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,79144,88655,24775,,"C11H17IN2O11P2 [ C11 H17 I N2 O11 P2, tgt=, overall=40.35, db=40.35 ]",,,C11H17IN2O11P2,FindByFormula,C11 H17 I N2 O11 P2,51,,541.9288,"(540.9216, 13985.51)(541.9236, 2432.2)",5.839
C9H13N4O6,1,1,1,80954,77867,82482,77759,57777,76509,77933,74745,75480,79920,75138,70890,36114,90513,80781,87923,63622,92800,83419,88238,95513,74609,74997,72020,63566,65546,33421,1,80676,15240,21229,25707,72028,30264,36117,24313,70186,80320,86285,90034,79657,81169,83413,78316,95598,83787,82730,1,,"C9H13N4O6 [ C9 H13 N4 O6, tgt=, overall=85.14, db=85.14 ]",,,C9H13N4O6,FindByFormula,C9 H13 N4 O6,51,,273.086,"(272.076, 10169.8)(273.0794, 1090.44)",6.867002
C15H20N6O7,1,1,1,50291,47021,54238,53417,32754,50863,51724,43303,48449,33435,31411,26518,30021,51772,34912,42317,25308,52337,43103,53749,50913,31947,35270,33934,31531,47639,37057,1,86146,1,21939,21988,50230,17843,35179,1,38031,45156,65341,55562,59717,57791,65191,59558,91045,42045,40840,30530,,"C15H20N6O7 [ C15 H20 N6 O7, tgt=, overall=81.19, db=81.19 ]",,,C15H20N6O7,FindByFormula,C15 H20 N6 O7,51,,396.1429,"(395.1329, 7005.68)(396.1365, 1188.03)",8.408998
C34H30N8O6,1,1,1,98768,89305,97683,94071,73368,90702,92456,82888,90697,91411,84076,82702,49015,99873,84777,98892,73624,99559,92439,97234,102678,83861,80791,81901,83377,85220,44183,1,90391,21978,27311,36421,81250,37461,44701,29903,72886,82400,90639,82063,90293,86802,94649,85240,104755,93465,92004,1,,"C34H30N8O6 [ C34 H30 N8 O6, tgt=, overall=88.49, db=88.49 ]",,,C34H30N8O6,FindByFormula,C34 H30 N8 O6,51,,646.2312,"(645.2204, 7452.89)(646.2236, 2259.31)(647.2258, 581.18)",6.872997
C8H11BO4S,1,1,1,1,1,1,1,1,1,1,1,1,73118,69975,74566,1,99634,1,1,1,1,54107,1,36756,1,1,1,54290,66071,46079,15043,65040,34810,29512,23303,47563,51952,40709,38141,64340,69797,87556,78929,77172,72571,66172,55145,80812,77206,79845,51330,,"C8H11BO4S [ C8 H11 B O4 S, tgt=, overall=57.50, db=57.50 ]",,,C8H11BO4S,FindByFormula,C8 H11 B O4 S,34,,214.0465,"(213.0395, 8930.58)(214.0371, 2263.51)",3.3590007
C16H30O2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29079,34617,35202,1,1,34142,24082,13820,17627,49996,28831,57630,1,1,25667,33120,91337,40261,1,1,1,28435,20870,25312,,"C16H30O2 [ C16 H30 O2, tgt=, overall=66.87, db=66.87 ]",,,C16H30O2,FindByFormula,C16 H30 O2,51,,254.2267,"(253.2198, 11912.57)(254.2233, 2168.47)",12.126
C30H39O4P,1,1,1,1,1,1,45751,33000,56946,1,1,1,1,1,1,1,28879,1,28790,1,34211,1,27123,1,32148,34730,38169,29861,44633,1,1,1,1,1,1,25195,1,1,1,1,1,1,80880,84388,83752,1,1,49414,69452,77496,52494,,"C30H39O4P [ C30 H39 O4 P, tgt=, overall=77.20, db=77.20 ]",,,C30H39O4P,FindByFormula,C30 H39 O4 P,51,,494.2592,"(493.2504, 7596.54)(494.2539, 2139.17)",10.127007
C36H54N4O2,1,1,1,20720,1,1,1,1,1,1,1,20987,1,1,1,1,1,1,1,1,37835,1,1,1,1,1,1,99792,100159,52007,1,36278,1,1,1,1,1,1,1,1,1,1,20621,47924,22669,1,1,1,55344,1,31847,,"C36H54N4O2 [ C36 H54 N4 O2, tgt=, overall=88.16, db=88.16 ]",,,C36H54N4O2,FindByFormula,C36 H54 N4 O2,51,,574.4321,"(573.4194, 6927.23)(574.4229, 2617.48)(575.4259, 833.38)",13.4330015
C14H14N4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57183,69811,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28010,16334,1,1,1,1,1,1,,"C14H14N4 [ C14 H14 N4, tgt=, overall=85.95, db=85.95 ]",,,C14H14N4,FindByFormula,C14 H14 N4,51,,238.1232,"(237.1141, 7258.86)(238.1176, 1144.57)",6.998996
C9H5NO6,1,1,1,76201,68781,68244,39052,34067,39757,68169,69875,74772,29642,28580,30450,142006,28547,25371,60907,44665,61338,102813,101583,109320,79281,80051,80906,1,1,1,1,1,1,1,1,32559,109514,118207,102399,64331,69309,66931,49841,46687,46259,130776,114198,144048,50311,58424,48192,,"C9H5NO6 [ C9 H5 N O6, tgt=, overall=80.93, db=80.93 ]",,,C9H5NO6,FindByFormula,C9 H5 N O6,51,,223.0114,"(222.0036, 5332.7)(223.0065, 384.21)",5.9049993
C21H22O11 7.670004,1,1,1,198560,190123,193101,190641,182637,196028,196565,198650,190537,186431,183457,172971,186190,183927,173212,167697,157097,176541,189295,194076,185581,192384,193076,192820,155537,85532,108418,34087,66863,1,80142,146466,178920,45532,138162,62885,85203,165085,145769,161625,103668,160119,42014,43984,46058,52065,123806,158264,,"C21H22O11 [ C21 H22 O11, tgt=, overall=67.72, db=67.72 ]",,,C21H22O11 7.670004,FindByFormula,C21 H22 O11,51,,450.1146,"(449.1068, 12069.09)(450.11, 2083.5)",7.670004
C62H70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22071,32012,1,1,45466,1,1,1,18939,1,39335,1,1,1,1,64987,23888,1,1,1,1,1,1,,"C62H70 [ C62 H70, tgt=, overall=56.49, db=56.49 ]",,,C62H70,FindByFormula,C62 H70,50,,814.5523,"(813.5478, 5118.02)(814.5494, 2995.02)(815.5449, 1416.24)",12.192996
C9H7F3N 2.854002,1,1,1,78933,70144,69634,84586,46083,71862,81752,63978,64806,72553,65364,64239,210390,92410,62765,81289,40954,95439,69908,81527,66537,63530,70305,68259,56296,97336,27016,32369,106526,56083,18935,27559,80517,27848,31876,1,85452,94973,108779,90449,94062,91133,115172,85841,112678,76598,87857,50075,,"C9H7F3N [ C9 H7 F3 N, tgt=, overall=82.86, db=82.86 ]",,,C9H7F3N 2.854002,FindByFormula,C9 H7 F3 N,50,,186.0514,"(185.0446, 15264.23)(186.0474, 1106.44)",2.854002
753.6635@15.034993,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31573,36123,63292,1,25266,28282,40396,1,1,24390,1,30316,1,1,1,22426,40882,1,1,1,1,1,1,33610,,,,,753.6635@15.034993,FindByFormula,,51,,753.6635,"(752.6452, 4745.14)(753.6483, 2501.78)",15.034993
712.5363@11.254002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16126,1,1,1,1,1,1,16030,1,15537,1,1,36271,23678,98286,44423,1,1,1,17636,19419,1,,,,,712.5363@11.254002,FindByFormula,,51,,712.5363,"(711.5302, 6327.33)(712.5337, 3066.17)(713.5373, 922.71)",11.254002
C34H66O5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62206,86381,1,1,1,89468,1,1,1,85026,1,89787,1,1,1,1,88510,1,1,1,1,1,1,1,,"C34H66O5 [ C34 H66 O5, tgt=, overall=49.77, db=49.77 ]",,,C34H66O5,FindByFormula,C34 H66 O5,44,,554.5009,"(553.4881, 3078.45)(554.4923, 1049.32)",13.295004
C36H48N2O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41487,40669,1,1,1,1,1,1,1,1,1,1,1,1,1,31907,58311,66715,1,1,1,1,1,52174,,"C36H48N2O [ C36 H48 N2 O, tgt=, overall=67.01, db=67.01 ]",,,C36H48N2O,FindByFormula,C36 H48 N2 O,51,,524.3818,"(523.3673, 7650.02)(524.3707, 2476.19)",12.908001
C12H16O7 4.8999977,1,1,1,53089,56661,56883,57973,97201,163653,55111,124710,52139,85718,36818,34507,24306,78294,99005,154452,87528,179402,127933,145033,135019,36475,33824,33437,86861,156722,1,1,88402,1,1,69074,153694,1,41503,1,116711,138543,160653,58158,182049,178920,68818,55692,78228,34571,118222,26884,,"C12H16O7 [ C12 H16 O7, tgt=, overall=85.37, db=85.37 ]",,,C12H16O7 4.8999977,FindByFormula,C12 H16 O7,51,,272.091,"(271.0827, 12644.81)(272.0861, 1528.58)",4.8999977
C20H36IP,1,1,1,27444,15256,20751,1,1,10228,14240,1,23556,1,1,1,1,25596,1,1,1,16915,1,11985,1,22430,14953,26864,1,1,1,1,73570,1,1,1,53645,1,1,1,75998,76553,84316,10223,14476,1,47336,21925,56386,1,29136,1,,"C20H36IP [ C20 H36 I P, tgt=, overall=83.29, db=83.29 ]",,,C20H36IP,FindByFormula,C20 H36 I P,51,,434.1546,"(433.1516, 13430.54)(434.1546, 2883.56)",3.2319994
C14H5ClF9IN2OS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,79965,88327,57812,,"C14H5ClF9IN2OS [ C14 H5 Cl F9 I N2 O S, tgt=, overall=54.93, db=54.93 ]",,,C14H5ClF9IN2OS,FindByFormula,C14 H5 Cl F9 I N2 O S,51,,581.8676,"(580.8624, 8687.4)(581.8647, 1585.88)",5.841002
C29H39F2N3O2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35841,56166,74119,1,80684,77131,31023,32213,1,65522,76016,81917,31039,42324,38153,28155,36163,37690,1,1,1,1,1,1,,"C29H39F2N3O2 [ C29 H39 F2 N3 O2, tgt=, overall=73.81, db=73.81 ]",,,C29H39F2N3O2,FindByFormula,C29 H39 F2 N3 O2,51,,499.3011,"(498.2956, 4969.33)(499.2989, 1481.08)",8.954995
C12H14N2O10,1,1,1,82593,80152,60231,103241,88113,85632,86833,87700,86560,88799,87277,91470,76085,89759,89480,88935,75445,83843,80359,80886,86307,82195,87173,71882,66523,58364,72284,94062,73008,121836,85059,113355,58162,123226,83393,114936,60632,75568,70654,70455,76205,78772,76123,71440,76475,72781,71255,104472,,"C12H14N2O10 [ C12 H14 N2 O10, tgt=, overall=78.52, db=78.52 ]",,,C12H14N2O10,FindByFormula,C12 H14 N2 O10,51,,346.065,"(345.0561, 7530.66)(346.0597, 950.41)",6.9750032
C39H72O4S2,1,1,1,127813,47404,55372,47537,42364,48916,1,1,57903,52658,1,1,1,62557,1,1,46578,107080,1,1,1,53851,1,1,81492,63788,48991,1,1,1,1,1,1,1,1,1,1,1,66925,1,111948,67845,1,1,1,79995,1,83850,,"C39H72O4S2 [ C39 H72 O4 S2, tgt=, overall=58.76, db=58.76 ]",,,C39H72O4S2,FindByFormula,C39 H72 O4 S2,51,,668.4893,"(667.481, 2590.08)(668.4848, 1153.0)",13.036006
C24H30N4O2,1,1,1,1,1,1,1,1,1,1,1,1,16276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36038,48007,52555,1,35302,1,1,1,1,32438,37040,43381,1,41048,34477,58385,73421,71511,1,68426,1,41987,51224,30632,,"C24H30N4O2 [ C24 H30 N4 O2, tgt=, overall=83.24, db=83.24 ]",,,C24H30N4O2,FindByFormula,C24 H30 N4 O2,51,,406.2402,"(405.2298, 4898.6)(406.2331, 1282.99)",10.579995
C23H30N4O3,1,1,1,26133,24067,25437,22674,1,19561,22381,19019,20766,23501,1,19585,1,1,1,14923,1,18702,1,1,1,1,1,1,91649,67222,1,1,41761,1,18060,23996,18915,1,1,1,1,1,35260,19760,24748,83699,1,57092,1,58862,1,1,,"C23H30N4O3 [ C23 H30 N4 O3, tgt=, overall=83.30, db=83.30 ]",,,C23H30N4O3,FindByFormula,C23 H30 N4 O3,51,,410.2377,"(409.2244, 6090.39)(410.2276, 1490.95)",8.905
C58H78O10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38910,89777,18053,1,1,1,1,1,1,1,1,29596,1,1,1,25369,90512,36025,1,1,1,1,1,1,,"C58H78O10 [ C58 H78 O10, tgt=, overall=67.45, db=67.45 ]",,,C58H78O10,FindByFormula,C58 H78 O10,51,,934.5504,"(933.5462, 5983.77)(934.5494, 3104.79)(935.5514, 991.28)",11.0969925
C14H30N4O4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32167,62558,1,1,1,1,1,1,1,1,1,1,1,1,1,1,73700,1,1,1,1,1,1,1,,"C14H30N4O4 [ C14 H30 N4 O4, tgt=, overall=68.12, db=68.12 ]",,,C14H30N4O4,FindByFormula,C14 H30 N4 O4,51,,318.2218,"(317.2176, 8170.46)(318.2207, 1915.16)",14.232991
C12H10N4O2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36618,90365,1,1,18923,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,"C12H10N4O2 [ C12 H10 N4 O2, tgt=, overall=84.33, db=84.33 ]",,,C12H10N4O2,FindByFormula,C12 H10 N4 O2,51,,242.0789,"(241.0723, 7301.34)(242.0758, 1026.75)",2.9900005
C13H14N4 7.065002,1,1,1,1,1,59788,1,1,41472,1,1,39514,1,1,1,1,1,51421,1,1,1,35999,1,1,52434,1,1,112397,102618,1,1,37480,1,1,1,52887,1,1,1,25766,52222,31338,36325,22675,1,129122,141634,99682,33230,1,1,,"C13H14N4 [ C13 H14 N4, tgt=, overall=84.89, db=84.89 ]",,,C13H14N4 7.065002,FindByFormula,C13 H14 N4,51,,226.123,"(225.1141, 13234.33)(226.1174, 1744.4)",7.065002
C17H18O8 2.9559999,1,1,1,36436,22601,29644,17631,1,18726,21482,1,35845,1,1,24998,1,32918,15158,16447,1,27598,1,23880,1,32381,20340,36570,1,1,1,1,78731,1,1,1,57203,1,1,1,87725,83213,89825,20526,21742,17537,46353,32794,53630,16682,41620,17864,,"C17H18O8 [ C17 H18 O8, tgt=, overall=78.88, db=78.88 ]",,,C17H18O8 2.9559999,FindByFormula,C17 H18 O8,51,,350.0978,"(349.0921, 12012.71)(350.0951, 1723.26)",2.9559999
C12H16N4O4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53214,96384,1,1,27599,1,1,1,1,1,1,1,1,1,40812,30701,46185,38019,1,45747,1,1,1,1,,"C12H16N4O4 [ C12 H16 N4 O4, tgt=, overall=83.87, db=83.87 ]",,,C12H16N4O4,FindByFormula,C12 H16 N4 O4,51,,280.1196,"(279.1096, 5414.65)(280.1128, 623.14)",1.9430007
686.4847@12.879005,1,1,1,70718,49529,56708,51832,18569,50378,46252,41279,62236,54240,48298,35466,46068,56212,35969,38869,23369,58581,36551,48181,73902,37561,54340,47059,127510,81169,50168,30938,46867,63502,34350,36162,41921,74222,47779,58557,48796,34833,51464,52963,58478,53454,30343,61934,37754,56533,41405,58316,,,,,686.4847@12.879005,FindByFormula,,51,,686.4847,"(685.4719, 1976.76)(686.4759, 761.55)(687.4787, 340.98)",12.879005
555.5002@13.310999,1,1,1,12489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30314,69195,92814,1,32345,1,67454,1,16438,1,22696,1,1,1,17267,24574,22885,14230,1,1,1,16518,1,46911,,,,,555.5002@13.310999,FindByFormula,,44,,555.5002,"(554.4822, 9579.15)(555.4825, 3219.21)(556.4872, 760.21)",13.310999
1382.874@13.835004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19393,40066,87902,1,1,1,17542,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1382.874@13.835004,FindByFormula,,51,,1382.874,"(1381.8679, 4716.23)(1382.8717, 3700.95)(1383.875, 1698.63)",13.835004
248.8487@0.9119998,1,1,1,1,51654,1,1,1,1,1,1,44106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,71854,65324,61322,1,62517,60343,65071,41987,56117,80187,80283,80993,57445,50987,41312,71685,68459,73182,1,22172,1,1,1,1,,,,,248.8487@0.9119998,FindByFormula,,50,,248.8487,"(247.8422, 4703.79)(248.8493, 1206.58)",0.9119998
C30H28N4O5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,83892,1,1,1,45305,42286,40078,92297,51963,79029,1,1,43584,50930,45405,49314,1,1,1,1,50630,1,,"C30H28N4O5 [ C30 H28 N4 O5, tgt=, overall=70.71, db=70.71 ]",,,C30H28N4O5,FindByFormula,C30 H28 N4 O5,51,,524.2016,"(523.1966, 3351.58)(524.1998, 1091.71)",11.362
897.5892@13.270001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,191499,1,55482,66406,112503,1,1,1,138886,1,1,17391,241341,130519,235373,1,1,94238,1,1,1,1,1,1,1,26689,,,,,897.5892@13.270001,FindByFormula,,51,,897.5892,"(896.5917, 7699.87)(897.5949, 4342.24)",13.270001
